name,neighborhood,address,x,y
THE FAIRMOUNT INN,Baltimore Highlands,"3537 FAIRMOUNT AVE
Baltimore, MD",450,187
THE GARDENVILLE CLUB,Frankford,"5405 RADECKE AVE
Baltimore, MD",837,324
THE GARRETT LOUNGE,Coldstream Homestead Montebello,"2510 GARRETT AVE
Baltimore, MD",405,40
THE GENTLEMAN'S GOLD CLUB,Armistead Gardens,"5801 PULASKI HWY
Baltimore, MD",178,471
THE GIN  MILL,Canton,"2300 BOSTON ST
Baltimore, MD",305,712
THE GLASS GRILL,Eastwood,"6804 EASTERN AVE
Baltimore, MD",183,1000
THE GODDESS,Downtown,"36 EUTAW ST
Baltimore, MD",738,701
THE GREENE TURTLE,Fells Point,"722 BROADWAY
Baltimore, MD",668,954
THE HOLLOW BAR & GRILL,Rosebank,"5921 YORK RD
Baltimore, MD",501,685
THE HORSE YOU CAME IN ON,Fells Point,"1626 THAMES ST
Baltimore, MD",310,55
THE HUBCAP INN,Cedmont,"6003 BELAIR RD
Baltimore, MD",374,400
THE IBIS TAVERN,Westfield,"6016 HARFORD RD
Baltimore, MD",475,277
"THE INNER HARBOR MARINA OF BALTIMORE, INC.",Federal Hill,"400 KEY HWY
Baltimore, MD",133,214
THE LAUGHING PINT,Highlandtown,"3531 GOUGH ST
Baltimore, MD",282,244
THE LIFE OF REILLY IRISH PUB & RESTAURANT,Butcher's Hill,"2031 FAIRMOUNT AVE
Baltimore, MD",95,646
THE LODGE BAR,Downtown,"10 MARKET PL
Baltimore, MD",744,909
THE LOOP,Irvington,"4238 FREDERICK AVE
Baltimore, MD",1,965
THE MORNING EDITION CAFE,Patterson Place,"153 PATTERSON PARK AVE
Baltimore, MD",468,792
THE NEW 2 O'CLOCK CLUB,Downtown,"414 BALTIMORE ST
Baltimore, MD",817,722
THE NEW BUCKETT'S LOUNGE,Broadway East,"1432 CHESTER ST
Baltimore, MD",273,502
THE NEW CASSELL (KITCHEN AREA),Baltimore-Linwood,"1 CURLEY ST
Baltimore, MD",423,458
THE NEW CASSELL'S,Baltimore-Linwood,"1 CURLEY ST
Baltimore, MD",939,245
THE NEW HAVEN LOUNGE,Hillen,"1552 HAVENWOOD RD
Baltimore, MD",720,564
THE NEW WYMAN PARK RESTAURANT,Charles Village,"138 25TH ST
Baltimore, MD",534,488
THE NORTHEAST TAVERN,Westfield,"6016 HARFORD RD
Baltimore, MD",457,588
THE OCEANAIRE SEAFOOD ROOM,Inner Harbor,"801 ALICEANNA ST
Baltimore, MD",946,18
THE OPPOSITE SIDEWALK SALOON,Hollins Market,"132 CAREY ST
Baltimore, MD",443,944
THE PLACE,Downtown,"315 FRANKLIN ST
Baltimore, MD",653,613
THE PREAKNESS LOUNGE,Greenspring,"4103 PIMLICO RD
Baltimore, MD",673,64
"THE PRIME RIB, INCORPORATED",Mid-Town Belvedere,"1101 CALVERT ST
Baltimore, MD",807,474
THE QUEST,Brewers Hill,"3607 FLEET ST
Baltimore, MD",200,214
THE RED STAR BAR & GRILL,Fells Point,"906 WOLFE ST
Baltimore, MD",820,843
THE ROWAN TREE,SBIC,"1633 CHARLES ST
Baltimore, MD",424,107
THE SHAMROCK INN,Westfield,"6044 HARFORD RD
Baltimore, MD",769,233
THE WALTERS ART GALLERY,Otterbein,"600 CHARLES ST
Baltimore, MD",889,320
THE WATERFRONT HOTEL,Fells Point,"1710 THAMES ST
Baltimore, MD",549,876
THE WHARF RAT CAMDEN YARDS,Inner Harbor,"206 PRATT ST
Baltimore, MD",498,689
"THE WHISPERING WIND, LLC",Baltimore-Linwood,"2711 FAYETTE ST
Baltimore, MD",72,288
THE WINE MARKET (SUITE 135),Riverside,"921 FORT AVE
Baltimore, MD",160,438
THE YABBA POT,Charles Village,"2433 ST PAUL ST
Baltimore, MD",400,219
THIRSTY'S II,Cedmont,"6037 BELAIR RD
Baltimore, MD",967,253
THORNTON'S PUB,Locust Point,"1538 CLEMENT ST
Baltimore, MD",41,404
THREE  ACE'S,Belair-Edison,"3534 belair RD
Baltimore, MD",816,939
THREE KINGS OF EGYPT,Federal Hill,"1027 LIGHT ST
Baltimore, MD",640,334
THUMPER'S,Curtis Bay Industrial Area,"4600 CURTIS AVE
Baltimore, MD",82,924
TIBURZI'S CAFÂ LLC,Canton,"900 KENWOOD AVE
Baltimore, MD",593,120
TIJUANA TACOS & DELI,Canton,"2224 FLEET ST
Baltimore, MD",712,732
TIME CAFÂ,Riverside,"1107 LIGHT ST
Baltimore, MD",117,255
TIMOTHY DEAN BISTRO,Upper Fells Point,"1717 EASTERN AVE
Baltimore, MD",145,328
TIO PEPE RESTAURANTE,Mount Vernon,"10 FRANKLIN ST
Baltimore, MD",877,599
TIR NA NOG BAR & GRILL,Inner Harbor,"201 PRATT ST
Baltimore, MD",600,544
TODD CONNERS,Fells Point,"700 BROADWAY
Baltimore, MD",774,384
TOM & OLIVE'S CAFE,Madison-Eastend,"2942 MONUMENT ST
Baltimore, MD",478,597
TOMMY'S LOUNGE,Highlandtown,"200 CONKLING ST
Baltimore, MD",800,591
TOM'S BAR,Greektown,"4719 EASTERN AVE
Baltimore, MD",24,983
TONY'S PLACE,Waverly,"3801 OLD YORK RD
Baltimore, MD",844,61
TORAIN'S  HIDE-A-WAY,Broadway East,"1701 ELLSWORTH ST
Baltimore, MD",342,169
TOWER TERRACE RESTAURANT,Dunbar-Broadway,"600 WOLFE ST
Baltimore, MD",882,479
TRACEY'S  LOUNGE,Greektown,"301 MACON ST
Baltimore, MD",877,52
TRAVELERS LOUNGE,Holabird Industrial Park,"6500 HOLABIRD AVE
Baltimore, MD",771,906
TREMONT GRAND CAFÂ,Downtown,"225 CHARLES ST
Baltimore, MD",438,240
TREMONT HOTEL/8 EAST RESTAURANT,Downtown,"8 PLEASANT ST
Baltimore, MD",431,920
TREMONT PLAZA DELI,Downtown,"222 ST PAUL PL
Baltimore, MD",508,14
TREMPER INC.,Canton,"3242 FOSTER AVE
Baltimore, MD",902,86
TRINIDAD ASSOCIATES,Arlington,"5402 PARK HEIGHTS AVE
Baltimore, MD",824,67
TRIP PLACE,Charles North,"1813 CHARLES ST
Baltimore, MD",965,263
TROPICAL TASTE RESTAURANT,Woodmere,"5205 REISTERSTOWN RD
Baltimore, MD",829,744
TRUFFLES & TEA,Cross Keys,"5100 FALLS RD
Baltimore, MD",744,368
TRUST CHINESE RESTAURANT,Washington Village,"758 WASHINGTON BLVD
Baltimore, MD",148,89
TSUNAMI BALTIMORE,Little Italy,"1300 BANK ST
Baltimore, MD",938,540
TUG'S RESTAURANT-TREMONT PLAZA HOTEL,Downtown,"222 ST PAUL PL
Baltimore, MD",126,88
TURF BAR & LOUNGE,Downtown,"226 FAYETTE ST
Baltimore, MD",765,907
TURNER'S CAFE,Federal Hill,"12 CROSS st
Baltimore, MD",460,739
TURNTABLE LIMITED,Middle East,"2139 JEFFERSON ST
Baltimore, MD",564,636
TWINS SUBWAY,Downtown,"1 HOWARD ST
Baltimore, MD",644,59
TWO SISTERS GRILLE,Charles Village,"127 27TH ST
Baltimore, MD",630,398
"TYSON PLACE, INC.  ( A.K.A 227 W CHASE ST)",Mid-Town Belvedere,"870 PARK AVE
Baltimore, MD",356,106
Tyson's Tavern,Canton,"2112 FLEET ST
Baltimore, MD",77,806
TYSON'S TAVERN,Canton,"2112 FLEET ST
Baltimore, MD",358,5
UNCLE LEE'S AT THE HARBOR,Downtown,"44 SOUTH ST
Baltimore, MD",211,93
UNCLE WALT'S PLACE,Morrell Park,"2351 WASHINGTON BLVD
Baltimore, MD",509,316
UNION HOLDING COMPANY,Pulaski Industrial Area,"550 DUNDALK AVE
Baltimore, MD",270,904
UNITED AUTO WORKERS HOLDING COMPANY,Greektown,"1010 OLDHAM ST
Baltimore, MD",467,782
UNIVERSAL SOCIAL CLUB,Middle East,"2253 MC ELDERRY ST
Baltimore, MD",994,842
UPPER DECK,Downtown,"34 eutaw st
Baltimore, MD",84,758
V I P CITY  (1833-35),Carrollton Ridge,"1833 PRATT ST
Baltimore, MD",191,301
v.f.w. post 2916,Brooklyn,"601 patapsco ave
Baltimore, MD",382,625
"VACCARO'S ITALIAN PASTRY SHOP, INC.",Little Italy,"222 ALBEMARLE ST
Baltimore, MD",161,826
"VALENTINO'S RESTAURANT,INC",Westfield,"6627 HARFORD RD
Baltimore, MD",773,856
VELLEGGIA'S ITALIAN SEAFOOD RESTAURANT,Little Italy,"204 HIGH ST
Baltimore, MD",808,536
VENICE TAVERN,Highlandtown,"339 CONKLING ST
Baltimore, MD",608,553
"VENUS PIZZERIA, INC.",Guilford,"3713 GREENMOUNT AVE
Baltimore, MD",62,359
VERNELL'S ICE PARADISE,Sandtown-Winchester,"1135 MONROE ST
Baltimore, MD",394,792
"VFW POST #8509  - DONALD CRUMBLE,TRUSTEE",Greenmount West,"335 NORTH AVE
Baltimore, MD",871,771
VIEN BENIDOS LOS CATRACHOS,Greektown,"5101 EASTERN AVE
Baltimore, MD",325,49
VINNY'S  CAFE,Broening Manor,"6212 HOLABIRD AVE
Baltimore, MD",586,577
VISION BAR & TAVERN,Kresson,"110 HAVEN ST
Baltimore, MD",261,315
VITO'S PIZZA,Cedarcroft,"6304 YORK RD
Baltimore, MD",398,727
"VULCAN BLAZERS, INC OF BALTIMORE CITY",Liberty Square,"2811 DRUID PARK DR
Baltimore, MD",939,488
WAGON WHEEL INN,Pulaski Industrial Area,"823 POINT RD
Baltimore, MD",5,191
WALT'S INN,Canton,"3201 O DONNELL ST
Baltimore, MD",897,639
WAVERLY SOCIAL PLEASURE CLUB,Better Waverly,"920 3OTH ST
Baltimore, MD",574,233
WEIDOG,Graceland Park,"6700 GERMAN HILL RD
Baltimore, MD",381,351
WENDY'S,Millhill,"2339 FREDERICK AVE
Baltimore, MD",72,768
WENDY'S,Reisterstown Station,"4200 PATTERSON AVE
Baltimore, MD",371,49
WENDY'S  RESTAURANT,Upton,"901 McCulloh
Baltimore, MD",674,535
WENDY'S #166,Joseph Lee,"6411 EASTERN AVE
Baltimore, MD",272,611
WENDY'S #87,East Baltimore Midway,"2045 HARFORD RD
Baltimore, MD",510,28
WENDY'S OLD FASHIONED HAMBURGERS #96,Homeland,"5615 YORK RD
Baltimore, MD",796,849
WENDY'S RESTAURANT,Grove Park,"4410 NORTHERN PKWY
Baltimore, MD",4,927
WERNER'S RESTAURANT,Downtown,"231 REDWOOD ST
Baltimore, MD",87,195
WESTSIDE INN,Carrollton Ridge,"328 BENTALOU ST
Baltimore, MD",150,8
WHISPERS,Sandtown-Winchester,"1811 BAKER ST
Baltimore, MD",85,981
WHISTLING OYSTER,Fells Point,"807 BROADWAY
Baltimore, MD",978,275
WHITTEN'S  (4502-04),Claremont-Freedom,"4502 ERDMAN AVE
Baltimore, MD",459,485
WHITTEN'S II,Frankford,"5307 BELAIR RD
Baltimore, MD",580,622
WILSON'S,Lauraville,"4537 HARFORD RD
Baltimore, MD",655,997
WINDMILL/ MILOS,Greektown,"4617 EASTERN AVE
Baltimore, MD",779,159
WINKS HILLTOP GRILL,Canton,"834 CONKLING ST
Baltimore, MD",241,244
WINSTON LOUNGE,McElderry Park,"2343 MONUMENT ST
Baltimore, MD",579,310
WOODBERRY KITCHEN,Woodberry,"2010 CLIPPER PARK RD
Baltimore, MD",214,655
WOODEN NICKLE LOUNGE,East Baltimore Midway,"2215 KIRK AVE
Baltimore, MD",342,466
wozi lounge,Guilford,"4515 YORK RD
Baltimore, MD",445,328
WYLIE  LIQUORS (3101-03),Central Park Heights,"3101 WYLIE AVE
Baltimore, MD",262,778
XANADU,Downtown,"10 CALVERT ST
Baltimore, MD",839,852
XS,Mid-Town Belvedere,"1307 CHARLES ST
Baltimore, MD",350,443
YELLOW BOWL CAFÂ,Johnston Square,"1234 GREENMOUNT AVE
Baltimore, MD",561,178
YELLOW BOWL RESTAURANT II,Central Park Heights,"5131 PARK HEIGHTS AVE
Baltimore, MD",228,802
YELLOW DOG TAVERN,Canton,"700 POTOMAC ST
Baltimore, MD",357,580
YETI RESTAURANT & CARRYOUT,Rosebank,"5926 YORK RD
Baltimore, MD",366,227
YORK CLUB TAVERN,Homeland,"5407 YORK RD
Baltimore, MD",767,712
YOUNG'S PLACE,Middle East,"2200 FAYETTE ST
Baltimore, MD",727,672
ZEEBA LOUNGE,Federal Hill,"916 LIGHT ST
Baltimore, MD",509,610
ZEN WEST ROADSIDE CANTINA,Rosebank,"5916 YORK RD
Baltimore, MD",751,530
ZIASCOS,Washington Hill,"1313 PRATT ST
Baltimore, MD",584,707
ZINK'S CAFÂ,Belair-Edison,"3300 LAWNVIEW AVE
Baltimore, MD",899,468
ZISSIMOS BAR,Hampden,"1023 36TH ST
Baltimore, MD",309,872
ZORBAS,Greektown,"4710 EASTERN Ave
Baltimore, MD",795,197
