Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
2.01407E+11,3,additions alterations or repairs,7/8/2014,5900A,25,801,,Silver,Av,,,new sprinkler system. 94 heads. ref: 2014-11-12-1272.,complete,9/8/2017,7/8/2014,9/11/2015,9/8/2017,9/11/2015,,2,2,,Y,9/5/2016,15000,47000,church,,church,,2,,3,constr type 3,3,constr type 3,,9,Portola,94134,"(37.7295502279417, -122.41833852987313)",1.3482E+12
2.01408E+11,8,otc alterations permit,8/25/2014,3509,29,63,A,Grace,St,,,to comply with physical inspection report cc7777,complete,10/4/2017,8/25/2014,8/25/2014,10/4/2017,8/25/2014,,3,3,,,8/20/2015,500,500,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,6,South of Market,94103,"(37.774944547030586, -122.41443674356925)",1.3533E+12
2.01501E+11,3,additions alterations or repairs,1/20/2015,1226,19,418,,Shrader,St,,,rear structure - converting structure at the rear of the property to a dwelling unit.,cancelled,9/19/2017,1/20/2015,,,,,1,1,,,,35000,,storage shed,0,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,5,Haight Ashbury,94117,"(37.770762127562946, -122.45184046838122)",1.37034E+12
2.01505E+11,8,otc alterations permit,5/19/2015,3105A,5,235,,San Anselmo,Av,,,"revision to 201502188647, show new wall detail at new a8",expired,7/7/2017,5/19/2015,5/20/2015,,5/20/2015,,2,2,,,5/14/2016,50000,50000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.73379936523225, -122.46437263573927)",1.38216E+12
2.01505E+11,6,demolitions,5/29/2015,3780,1,502,,07th,St,,,"demolish a 2 stories, storage building.",issued,7/19/2017,5/29/2015,7/19/2017,,7/19/2017,,2,,,,1/15/2018,20000,40000,office,0,,,2,,5,wood frame (5),,,,6,South of Market,94103,"(37.77399389340962, -122.40478807349099)",1.38327E+12
2.01511E+11,8,otc alterations permit,11/30/2015,2402,33,2411,,23rd,Av,0,,"soft story retrofit per sfbc chapter 34b, 2012 iebc appendix a-4.",withdrawn,7/20/2017,11/30/2015,,,,,3,3,,,,20000,0,apartments,8,apartments,8,2,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94116,"(37.74253513204044, -122.48020663366745)",1.40482E+12
2.01602E+11,3,additions alterations or repairs,2/5/2016,6404,17,1201,,Geneva,Av,,,change of use/occupancy from  existing grocery story to church.,issued,11/1/2017,2/5/2016,11/1/2017,,11/1/2017,,1,1,,,11/1/2018,1000,40000,retail sales,0,church,0,2,,5,wood frame (5),5,wood frame (5),,11,Excelsior,94112,"(37.71433687660641, -122.43582765047069)",1.41158E+12
2.01602E+11,3,additions alterations or repairs,2/17/2016,4700,43,1004,,Griffith,St,,,"provide a new sprinklers monitoring system, water flow and valve monitoring",complete,10/13/2017,2/17/2016,7/1/2016,10/13/2017,7/1/2016,,2,2,,Y,6/26/2017,17749,18000,apartments,,apartments,,2,,5,wood frame (5),5,wood frame (5),,10,Bayview Hunters Point,94124,"(37.72895726243854, -122.37932169727125)",1.41283E+12
2.01603E+11,8,otc alterations permit,3/16/2016,3786,322,505,,Brannan,St,,,temp shoring & excavation,complete,10/10/2017,3/16/2016,3/31/2016,10/10/2017,3/31/2016,,,,,,3/10/2020,7000000,1500000,vacant lot,,vacant lot,,2,,,,,,,6,South of Market,94107,"(37.77759698731051, -122.39669490652187)",1.41624E+12
2.01603E+11,3,additions alterations or repairs,3/31/2016,1289,20,1591,,Shrader,St,,,building addition deck & balcony at (e) 3-story single family dwelling,cancelled,9/11/2017,3/31/2016,,,,Y,3,3,,,,25000,,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),Y,5,Inner Sunset,94117,"(37.760086498456246, -122.45055881787229)",1.41801E+11
2.01604E+11,8,otc alterations permit,4/6/2016,1497,016E,583,,47th,Av,,,permeation grouting of 22 lineal ft of foundation,complete,9/28/2017,4/6/2016,4/6/2016,9/28/2017,4/6/2016,,2,2,,,4/1/2017,8200,8200,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,1,Outer Richmond,94121,"(37.77743123832622, -122.50842623186071)",1.41865E+12
2.01606E+11,3,additions alterations or repairs,6/16/2016,252,4,1005,,Jones,St,0,,soft storey retrofit - residential,withdrawn,12/27/2017,6/16/2016,,,,,4,4,,,,25700,,apartments,6,apartments,6,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79064871045098, -122.414128594971)",1.427E+12
2.01606E+11,8,otc alterations permit,6/24/2016,5704,27,437,,Ellsworth,St,,,foundation repair @ rear.,withdrawn,10/5/2017,6/24/2016,,,,,2,2,,,,10000,0,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,9,Bernal Heights,94110,"(37.73793272610526, -122.41446118168759)",1.42795E+12
2.01607E+11,6,demolitions,7/27/2016,6580,36,4041,,Cesar Chavez,St,,,to demolish 2 stories of 1 family dwelling,complete,1/19/2018,7/27/2016,9/14/2017,1/19/2018,9/14/2017,,2,,,,3/14/2018,20000,20000,1 family dwelling,1,,,2,,5,wood frame (5),,,,8,Noe Valley,94131,"(37.747266171580726, -122.43013955813504)",1.43159E+12
2.01609E+11,8,otc alterations permit,9/9/2016,7241,32,291,,Stratford,Dr,,,reroofing,complete,9/22/2017,9/9/2016,9/9/2016,9/22/2017,9/9/2016,,1,1,,,9/4/2017,9800,9800,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94132,"(37.720049707114235, -122.47335185005464)",1.43673E+12
2.01609E+11,3,additions alterations or repairs,9/14/2016,856,23,115,,Haight,St,,,soft story retrofit per sfbc chapter 34b engineering criteria fema p-807,appeal,9/15/2017,9/14/2016,,,,,4,4,,,,40000,40000,apartments,17,apartments,17,2,,5,wood frame (5),5,wood frame (5),,5,Hayes Valley,94102,"(37.77261380729689, -122.4242148174291)",1.43729E+11
2.0161E+11,8,otc alterations permit,10/7/2016,4991,126,830,,Meade,Av,,,reroofing,complete,10/3/2017,10/7/2016,10/7/2016,10/3/2017,10/7/2016,,2,2,,,10/2/2017,6500,6500,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,10,Bayview Hunters Point,94124,"(37.717442069126626, -122.39625858274498)",1.44022E+12
2.0161E+11,8,otc alterations permit,10/17/2016,105,25,1402,,Kearny,St,,,"bathroom remodel  - r/r tu, vanity and toilet",complete,8/22/2017,10/17/2016,10/17/2016,8/22/2017,10/17/2016,,3,3,,,10/12/2017,10000,10000,apartments,7,apartments,7,0,,5,wood frame (5),5,wood frame (5),,3,North Beach,94133,"(37.80103396951995, -122.4059366362017)",1.4411E+12
2.01611E+11,8,otc alterations permit,11/23/2016,3787,33,427,,Brannan,St,,,"2nd flr: installing remote power supply 6 a/v, 13 strobes, 2 ductsmaher na",complete,9/14/2017,11/23/2016,11/23/2016,9/14/2017,11/23/2016,,2,2,,Y,11/18/2017,6700,7500,office,,office,,2,,3,constr type 3,3,constr type 3,,6,South of Market,94107,"(37.77935008395097, -122.39472107911563)",1.44534E+12
2.01612E+11,8,otc alterations permit,12/14/2016,85,026A,1460,,Montgomery,St,,,add 1/2 bathroom at 2nd floor. remodel kitchen at 3rd floor,complete,7/21/2017,12/14/2016,12/15/2016,7/21/2017,12/15/2016,,3,3,,,12/10/2017,20000,20000,apartments,3,apartments,3,2,,5,wood frame (5),5,wood frame (5),,3,North Beach,94133,"(37.802715455284975, -122.40452290834084)",1.44741E+12
2.01612E+11,8,otc alterations permit,12/22/2016,3794,15,101,,Townsend,St,,,revision to 201607081849: structural sheets only 2794 maher na,complete,12/4/2017,12/22/2016,12/30/2016,12/4/2017,12/30/2016,,3,3,,,12/25/2017,1,1,office,,office,,2,,3,constr type 3,3,constr type 3,,6,Mission Bay,94107,"(37.780225508554, -122.39046531707588)",1.44841E+12
2.01612E+11,8,otc alterations permit,12/19/2016,2679,18,283,,Oak Park,Dr,,,"revision to pa #2016.0912.7460 - add ceiling truss, two post & one beam.",withdrawn,11/27/2017,12/19/2016,,,,,2,2,,,,3000,0,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,Inner Sunset,94131,"(37.75393571746845, -122.45759042994501)",1.44859E+12
2.01702E+11,8,otc alterations permit,2/3/2017,4272,34,3023,,25th,St,,,reroofing.,complete,12/22/2017,2/3/2017,2/3/2017,12/22/2017,2/3/2017,,2,2,,,1/29/2018,18533,18533,2 family dwelling,1,2 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.75091944351511, -122.41047342985635)",1.45223E+12
2.01702E+11,8,otc alterations permit,2/8/2017,3555,63,474,,Valencia,St,,,"interior (non-structural) alterations for new workstations, lighting & redistribution of hvac (e); minor electrical & plumbing at 2nd floor.",complete,9/20/2017,2/8/2017,2/14/2017,9/20/2017,2/14/2017,,2,2,,,1/30/2020,127180,127180,office,0,office,0,2,,5,wood frame (5),5,wood frame (5),,8,Mission,94103,"(37.765414054947826, -122.42243402215223)",1.45266E+12
2.01702E+11,4,sign - erect,2/10/2017,3707,16,90,,New Montgomery,St,,,to erect electrical illuminated double faced sign - maher ordinance - extended ordinance no.155-13 n/a,issued,10/17/2017,2/10/2017,10/17/2017,,10/17/2017,,15,,,,2/17/2018,5000,5000,food/beverage hndlng,,,,2,,1,constr type 1,,,,6,Financial District/South Beach,94105,"(37.78742256247351, -122.40093229776461)",1.45294E+12
2.01709E+11,8,otc alterations permit,9/14/2017,5853,15,194,,Gaven,St,,,2/f: replace kitchen cabinets.,issued,9/19/2017,9/14/2017,9/19/2017,,9/19/2017,,2,2,,,1/19/2018,1500,10000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,9,Portola,94134,"(37.733257139453976, -122.40965158198252)",1.47932E+12
2.01703E+11,8,otc alterations permit,3/13/2017,181,20,1086,,Jackson,St,,,reroofing.,complete,7/28/2017,3/13/2017,3/13/2017,7/28/2017,3/13/2017,,4,4,,,3/8/2018,15000,15000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94133,"(37.79541765626006, -122.41289752397776)",1.45597E+12
2.01703E+11,7,wall or painted sign,3/27/2017,175,6,412,,Jackson,St,,,non structural sign. n/a for maher ordinance no. 155-13.,issued,11/13/2017,3/27/2017,11/13/2017,,11/13/2017,,,,,,3/13/2018,500,500,,,,,2,,,,,,,3,Chinatown,94133,"(37.79672027240272, -122.40229034933267)",1.45743E+11
2.01703E+11,4,sign - erect,3/28/2017,327,25,1,,Stockton,St,,,electric wall sign single faced,withdrawn,7/6/2017,3/28/2017,,,,,2,,,,,4000,,retail sales,0,,,2,,2,constr type 2,,,,3,Financial District/South Beach,94102,"(37.78584544618807, -122.40652160493985)",1.45759E+11
2.01703E+11,8,otc alterations permit,3/30/2017,320,4,531,,Hyde,St,,,apt. #7:  kitchen remodeling.  no removal of wall,complete,8/30/2017,3/30/2017,3/30/2017,8/30/2017,3/30/2017,,4,4,,,3/25/2018,16000,16000,apartments,16,apartments,16,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94109,"(37.78578517212513, -122.41669995016962)",1.45791E+12
2.01703E+11,8,otc alterations permit,3/16/2017,6654,1,353,,30th,St,,,exterior stair & landing repair. repair in kind per plan,complete,8/11/2017,3/16/2017,4/20/2017,8/11/2017,4/20/2017,,3,3,,,4/15/2018,30000,30000,apartments,4,apartments,4,2,,5,wood frame (5),5,wood frame (5),,8,Glen Park,94131,"(37.741796290218524, -122.4280304040457)",1.46017E+12
2.01704E+11,8,otc alterations permit,4/20/2017,3635,5,1138,,Valencia,St,,,1138a valencia street: remodel kitchen and bathroom as-is,complete,7/26/2017,4/20/2017,4/20/2017,7/26/2017,4/20/2017,,3,3,,,4/15/2018,25000,25000,apartments,15,apartments,15,0,,5,wood frame (5),5,wood frame (5),,8,Mission,94110,"(37.75468334123369, -122.42119735056855)",1.46019E+12
2.01704E+11,8,otc alterations permit,4/27/2017,3738,11,301,,Howard,St,,,t24 electrical for work under 201703272389,complete,7/3/2017,4/27/2017,4/28/2017,7/3/2017,4/28/2017,,23,23,,,4/23/2018,96000,96000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.78951790121917, -122.39426523763933)",1.46106E+12
2.01705E+11,4,sign - erect,5/3/2017,328,1,768,,Market,St,,,"to erect electric, wall, single faced sign. (illuminated)** maher: n/a **",withdrawn,10/12/2017,5/3/2017,,,,,11,,,,,4000,,retail sales,0,,,2,,1,constr type 1,,,,3,Financial District/South Beach,94108,"(37.786382767276045, -122.40546332975441)",1.46173E+12
2.01705E+11,8,otc alterations permit,5/3/2017,4150,21,1061,,Florida,St,,,reroofing,cancelled,10/23/2017,5/3/2017,5/3/2017,,5/3/2017,,2,2,,,4/28/2018,11950,11950,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.754907619215444, -122.40999547082743)",1.4618E+12
2.01705E+11,8,otc alterations permit,5/18/2017,534,37,3022,,Steiner,St,,,reroofing,complete,12/28/2017,5/18/2017,5/18/2017,12/28/2017,5/18/2017,,2,2,,,5/13/2018,22300,22300,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.79727793436006, -122.43694237165829)",1.46355E+11
2.01705E+11,3,additions alterations or repairs,5/18/2017,252,4,1005,,Jones,St,0,,soft story - steel frame & shear wall. no exterior work,issued,12/27/2017,5/18/2017,12/27/2017,,12/27/2017,,4,4,,,6/27/2018,20000,8640,retail sales,6,retail sales,6,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79064871045098, -122.414128594971)",1.4637E+12
2.01705E+11,4,sign - erect,5/26/2017,6509,35,3845,,24th,St,,,new double faced sign 'stephen moore home mercantile',complete,8/1/2017,5/26/2017,7/12/2017,8/1/2017,7/12/2017,,2,,,,7/7/2018,50,50,retail sales,0,,,2,,5,wood frame (5),,,,8,Noe Valley,94114,"(37.7514383152092, -122.42837666516778)",1.46469E+12
2.01705E+11,8,otc alterations permit,5/26/2017,3537,33,81,,Sanchez,St,,,soft story wood frame retrofit,complete,10/16/2017,5/26/2017,5/31/2017,10/16/2017,5/31/2017,,3,3,,,5/26/2018,50000,80000,apartments,9,apartments,9,2,,4,constr type 4,4,constr type 4,,8,Castro/Upper Market,94114,"(37.767870395070226, -122.4309442751996)",1.46472E+12
2.01705E+11,8,otc alterations permit,5/30/2017,4015,3,2650,,18th,St,,,install fire sprinkler throughout bld and underground servicemaher na,complete,10/18/2017,5/30/2017,6/1/2017,10/18/2017,6/1/2017,,2,2,,Y,5/16/2020,178500,178500,office,,office,,2,,3,constr type 3,3,constr type 3,,10,Mission,94110,"(37.76211564348428, -122.40882719698217)",1.46488E+12
2.01705E+11,8,otc alterations permit,5/31/2017,3044,9,40,,Saint Elmo,Wy,,,add shower to (e) bathroom on main floor. n/a for maher.,complete,10/13/2017,5/31/2017,5/31/2017,10/13/2017,5/31/2017,,2,2,,,5/26/2018,8000,8000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.73247642375762, -122.45931051205542)",1.46507E+12
2.01706E+11,8,otc alterations permit,6/1/2017,3708,28,71,,Stevenson,St,,,22 st flr: electrical for 201705197098,complete,10/26/2017,6/1/2017,6/2/2017,10/26/2017,6/2/2017,,23,23,,,5/28/2018,100000,100000,office,,office,,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.7893842722688, -122.39965909072765)",1.46521E+12
2.01706E+11,8,otc alterations permit,6/1/2017,3606,85,240,,Liberty,St,,A,reroofing.,complete,8/29/2017,6/1/2017,6/1/2017,8/29/2017,6/1/2017,,4,4,,,5/27/2018,46600,46600,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.757615513382525, -122.42667063025485)",1.46525E+12
2.01706E+11,8,otc alterations permit,6/6/2017,696,35,1388,,Gough,St,401,,"install rooftop guardrail @ mid-rise, hi-rise and penthouse",issued,12/19/2017,6/6/2017,12/19/2017,,12/19/2017,,13,13,,,12/19/2018,45000,45000,apartments,72,apartments,72,2,,1,constr type 1,1,constr type 1,,2,Western Addition,94109,"(37.78587078183175, -122.42444733556172)",1.46584E+12
2.01706E+11,8,otc alterations permit,6/7/2017,295,8,450,,Powell,St,,,installation of emergency evacuation signs in elevator lobbies.,complete,7/10/2017,6/7/2017,6/8/2017,7/10/2017,6/8/2017,,22,22,,Y,6/3/2018,1,1600,tourist hotel/motel,415,tourist hotel/motel,415,2,,2,constr type 2,2,constr type 2,,3,Financial District/South Beach,94108,"(37.7889844563134, -122.40822615293433)",1.46598E+12
2.01706E+11,6,demolitions,6/8/2017,3521,5,340,,11th,St,,,demolition of a 2-story commercial building with no basements. n/a for maher ordinance.,approved,8/22/2017,6/8/2017,,,,,2,,,,,100000,100000,retail sales,0,,,2,,3,constr type 3,,,,6,Mission,94103,"(37.771175863006434, -122.41354619526811)",1.46617E+12
2.01706E+11,8,otc alterations permit,6/20/2017,6562,54,4270,,Cesar Chavez,St,,,"remodel existing bathroom, relocate shower & vanity,  in kind bathroom remodel, same size",complete,12/4/2017,6/20/2017,6/20/2017,12/4/2017,6/20/2017,,4,4,,,6/15/2018,18000,18000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,8,Noe Valley,94131,"(37.74746175577428, -122.43531442810931)",1.46759E+12
2.01706E+11,8,otc alterations permit,6/22/2017,3629,45,1023,,Church,St,1,,re-roofing,complete,9/5/2017,6/22/2017,6/22/2017,9/5/2017,6/22/2017,,3,3,,,6/17/2018,23000,23000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,8,Noe Valley,94114,"(37.754505027075965, -122.42733421267502)",1.46795E+12
2.01706E+11,8,otc alterations permit,6/23/2017,1859A,011A,48,,Lurline,St,,,reroofing,complete,7/5/2017,6/23/2017,6/23/2017,7/5/2017,6/23/2017,,2,2,,,6/18/2018,8000,8000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,7,Inner Sunset,94122,"(37.7595252108803, -122.47093527555351)",1.46818E+12
2.01706E+11,8,otc alterations permit,6/27/2017,3760,131,70,,Oak Grove,St,,,"install fire panel for elevator recall. 1 facu, 4 smoke detectors, 3 relays. maher n/a",complete,9/19/2017,6/27/2017,6/27/2017,9/19/2017,6/27/2017,,2,2,,Y,6/22/2018,4500,4500,office,0,office,0,2,,5,wood frame (5),5,wood frame (5),,6,South of Market,94107,"(37.777108836339615, -122.40223405147992)",1.46845E+12
2.01706E+11,3,additions alterations or repairs,6/27/2017,97,18,1178,,Union,St,,,compliance w/ mandatory seismic retrofit program 2016 sfebc sec 4d & ab-107.,approved,10/18/2017,6/27/2017,,,,,3,3,,,,30000,48000,apartments,5,apartments,5,2,,5,wood frame (5),5,wood frame (5),,2,Russian Hill,94109,"(37.79942899647979, -122.41872814938218)",1.4685E+12
2.01706E+11,8,otc alterations permit,6/27/2017,297,28,515,,Mason,St,,,19/f: revise light fixtures. ref 201703312946,issued,7/12/2017,6/27/2017,7/12/2017,,7/12/2017,,21,21,,,7/7/2018,1,1,tourist hotel/motel,350,tourist hotel/motel,350,2,,1,constr type 1,1,constr type 1,,3,Nob Hill,94102,"(37.78831830234988, -122.41054888775284)",1.46853E+12
2.01706E+11,8,otc alterations permit,6/29/2017,8721,32,455,,Mission Bay Blvd South,,0,,"3/f- reconfigure conference rooms, av, lab gas for new bsc, demo of existing exhaust hood, reconfigure breakroom, (n) lab desks. n/a ordinance #155-13",issued,7/17/2017,6/29/2017,7/17/2017,,7/17/2017,,5,5,,,7/1/2020,800000,800000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,6,Mission Bay,94158,"(37.77045150901297, -122.38852892114899)",1.46878E+12
M803330,8,otc alterations permit,6/29/2017,3733,161,320,,Clementina,St,0,,street space,issued,7/3/2017,6/29/2017,7/3/2017,,7/3/2017,,,,,,,,1,,,,,,,,,,,,6,South of Market,94103,"(37.78216754874572, -122.4027705665087)",1.4689E+12
2.01706E+11,8,otc alterations permit,6/30/2017,2829,23,859,,Elizabeth,St,,,reroofing,issued,6/30/2017,6/30/2017,6/30/2017,,6/30/2017,,3,3,,,6/25/2018,9800,9800,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,8,Noe Valley,94114,"(37.75150541602879, -122.43981664684895)",1.46906E+12
M803987,8,otc alterations permit,7/3/2017,821,73,843,C,Hayes,St,0,,street space,issued,7/3/2017,7/3/2017,7/3/2017,,7/3/2017,,,,,,,,1,,,,,,,,,,,,5,Hayes Valley,94117,"(37.775671880692904, -122.43022136710104)",1.46915E+12
M804247,8,otc alterations permit,7/5/2017,672,2,1415,,Franklin,St,0,,street space permit,issued,7/5/2017,7/5/2017,7/5/2017,,7/5/2017,,,,,,,,1,,,,,,,,,,,,2,Western Addition,94109,"(37.78764489265705, -122.4237200539778)",1.4692E+12
M804727,8,otc alterations permit,7/6/2017,579,2,2535,,Laguna,St,0,,street space,issued,7/6/2017,7/6/2017,7/6/2017,,7/6/2017,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.79443811883427, -122.43024023252363)",1.46932E+12
2.01707E+11,3,additions alterations or repairs,7/6/2017,219,24,1415,,Clay,St,,,"per unit legalization ordinance 43-14, legalication of unit installed w/out permit, legalize kitchen, living rm, one bath rm at lower floor. construct interior staircase connect from ground to lower level.",filed,7/6/2017,7/6/2017,,,,,4,4,,,,62000,,apartments,6,apartments,7,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.792815758683325, -122.41639354876276)",1.46934E+11
M805007,8,otc alterations permit,7/6/2017,8707,72,325,,Berry,St,510,,street space permit,issued,7/6/2017,7/6/2017,7/6/2017,,7/6/2017,,,,,,,,1,,,,,,,,,,,,6,Mission Bay,94158,"(37.773386221562035, -122.39575661785827)",1.46937E+12
M732987,8,otc alterations permit,10/25/2016,3640,58,3045,,23rd,St,,,street space,issued,7/7/2017,10/25/2016,7/7/2017,,7/7/2017,,,,,,,,1,,,,,,,,,,,,9,Mission,94110,"(37.75397881801048, -122.41293233118827)",1.46953E+12
2.01705E+11,5,grade or quarry or fill or excavate,5/8/2017,1939,2,60,,Yerba Buena,Rd,,,"soil nail wall, exavation, grading, utility relocation to accommodate the construction of futher water tanks.",approved,7/7/2017,5/8/2017,,,7/7/2017,,,,,,7/7/2019,250000,400000,,,,,2,,,,,,,6,Treasure Island,94130,"(37.81101341055236, -122.36585271558224)",1.46967E+12
M806147,8,otc alterations permit,7/7/2017,3541,83,69,,Henry,St,,,streetspace,issued,7/7/2017,7/7/2017,7/7/2017,,7/7/2017,,,,,,,,0,,,,,,,,,,,,8,Castro/Upper Market,94114,"(37.76647080914988, -122.43250290048626)",1.46968E+12
